h0,h1,h2,h3,h4,h5,h6,shape
3.168981961,7.323271846,11.40942425,13.80850485,26.45527271,-17.47912796,26.81570911,OVAL
3.168981961,7.323271846,11.40942425,13.80850485,26.45527271,-17.47912796,26.81570911,OVAL
3.168981961,7.323271846,11.40942425,13.80850485,26.45527271,-17.47912796,26.81570911,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.100470363,6.620509308,12.92082714,14.16183673,-27.70327851,-17.47218956,-29.35120928,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.104251369,6.64020166,14.17510708,15.38895114,-30.37170314,-18.83417816,-30.28074385,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.103242194,6.634766871,14.27606846,15.01460038,29.66405597,18.34338831,30.52285899,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.13874012,6.869810063,13.68090964,14.93634464,-29.39054303,-18.48854791,-29.4005457,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.128390361,6.79648492,13.60410222,14.80129807,-29.23147013,-18.39256389,-29.09780804,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.124360096,6.774468824,12.82809037,14.00964198,-27.4297448,-17.39687639,28.55138226,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.135688815,6.846695075,14.0646867,15.2177335,30.04939894,18.85844191,-29.97573574,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.136264654,6.85498692,13.35521962,15.10984689,-29.39787899,-18.58412336,29.66577405,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.105540074,6.647385095,13.82640869,14.76326944,29.1974466,18.37987419,-29.22040709,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.109323475,6.66815634,14.56916478,15.43344618,30.49865444,18.91828763,-30.73153736,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.154718201,7.036485854,12.04132692,15.34022894,-29.03958141,-18.86218241,29.73705166,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.115675561,6.708513725,16.43572379,17.68070065,-36.56238394,-21.45943986,34.73896183,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.133350438,6.836151566,12.31842205,13.88459299,-26.99491775,-17.30756505,27.68620508,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.067776026,6.473043281,12.20892311,13.29874373,-26.05764781,-16.53885133,26.87095241,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
3.020962435,6.324726365,12.38840406,11.99825545,24.19415842,15.16195197,-25.1560096,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
2.936181193,6.036143775,11.29346841,12.29529188,-24.12248992,-15.33310371,-24.5161962,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.104413659,6.641161151,13.6968813,14.66017156,29.03596414,18.44086033,-28.95076574,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.019304007,6.292841443,11.60565423,12.65316571,-24.78295653,-15.79982376,26.160765,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.149529858,6.970696754,12.76500885,14.83828084,28.99239093,-19.53558022,-28.68764198,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.046114446,6.562762998,10.55649234,10.38447414,20.85543983,13.6666627,22.18184781,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.150148989,7.006279479,12.70203913,13.86597133,27.4096969,17.4263459,27.22816846,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.146443905,6.931226727,12.75281323,14.78084854,-28.54769635,-18.24650509,-30.60172534,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.163096855,7.147190957,11.93807935,14.98158561,28.442454,-18.55585084,29.60265241,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.012858356,6.271389366,11.51532699,12.5568802,-24.6084019,-15.70165414,25.17500885,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.015308865,6.278680437,11.55063656,12.59730645,-24.67179057,-15.73695308,25.98501274,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.176557382,7.504722629,11.74484113,13.01443309,25.4200233,-16.77034486,25.86820012,OVAL
3.109588811,6.682857404,13.50708321,14.69632014,-28.82525503,-18.05984767,29.26232386,OVAL
